,product_name,product_category,price,product_images,product_description,product_benefits,product_details,productdata_content,other_colors
255,The Nike Premier 3 TF,Artificial-Turf Football Shoes,SAR 600.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw92da4096/nk/cfb/d/e/f/3/7/cfbdef37_2f55_4290_a2bb_9d9d950e8def.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9978f547/nk/fc1/d/f/f/1/b/fc1dff1b_5e14_4336_aefb_c48abec09688.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw44594d44/nk/d0c/f/8/3/b/b/d0cf83bb_e18c_4ea7_a00d_a6883465bc66.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw20e4d32d/nk/e10/2/7/f/c/9/e1027fc9_520f_4cb9_96aa_0f5ced2974f1.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw75315e0f/nk/929/5/e/0/d/0/9295e0d0_17ac_433d_a5ca_cf591205a2f2.png?sw=540&sh=540&sm=fit&q=80']", Get back to basics with the Nike Premier 3.A timeless silhouette wrapped in supple leather helps keep you moving confidently as an unstoppable force on the pitch.,"['For use on shorter, synthetic surfaces']",['Premium leather upper is soft for heightened touch.'],Fold-over tongue features a cut line to let you choose between a traditional or modern look.,[]
256,Nike Zegama,Men's Trail-Running Shoes,SAR 975.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2b8b2c83/nk/db5/6/5/1/9/a/db56519a_eb37_49d0_91b9_474f7f7a8969.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4e149303/nk/c0f/b/e/9/3/9/c0fbe939_37a7_4539_b0b9_256be318d91d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6b1bc2d9/nk/b2e/b/9/b/5/4/b2eb9b54_3f2e_4475_a019_1a18561332a1.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf5d728a8/nk/ed6/3/c/0/c/5/ed63c0c5_a691_471a_9b3b_37f0c0cbd0b0.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd5f655b5/nk/fb8/2/8/0/c/1/fb8280c1_5ca8_4b5f_a44a_6c6061d46737.png?sw=540&sh=540&sm=fit&q=80']","Navigate the up and downs of uncompromising terrain with the Nike Zegama. Developed with great grip and stability, it has you covered, so you can keep climbing and reach greater personal heights when the going gets grimy and gritty. Whether it's a challenging, rocky landscape going uphill or a steep, slick decline down a treacherous trail, feel confident when you decide to off-road it.","['Ankle gaiter helps limit trail debris.', 'Overlays stretch across the toe for extra durability.']","['Colour Shown: Black/White', 'Style: DH0623-001']",A lightweight Nike ZoomX midsole is combined with increased stack heights to help provide cushioning during extended stretches of running.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8d3134b2/nk/98b/7/a/8/6/6/98b7a866_011e_45a1_88be_c90888f27c16.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw47df25f9/nk/acb/5/f/f/e/f/acb5ffef_e821_4de8_970d_a1c5907cb55c.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw28577e2e/nk/fc0/1/3/6/1/2/fc013612_6075_4b20_b524_64ac22ce3ed8.png?sw=520&sh=520&sm=fit']"
257,Nike Zoom Fly 5,Men's Running Shoes,SAR 699.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa806d01c/nk/f6c/e/9/7/9/0/f6ce9790_dbb0_4a55_a716_b02cdc3fac88.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb49f77a8/nk/fd0/e/c/c/8/5/fd0ecc85_4874_49a2_a534_50712de0d87d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwfd5bd074/nk/2ec/8/6/8/c/2/2ec868c2_4c4d_45f1_99c1_93932503f5be.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwfcc16f47/nk/807/a/9/5/c/8/807a95c8_ee7c_4c15_bc81_1f0d01d99698.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw92bc770c/nk/10f/f/8/1/5/5/10ff8155_29e0_4f34_b7e5_03c097ac0958.png?sw=540&sh=540&sm=fit&q=80']","Bridge the gap between your weekend training run and race day with a durable design that feels just as at home on the starting line as it does on your normal route. ZoomX foam and a carbon-fibre plate help the Nike Zoom Fly 5 offer comfort and reliability alongside a responsive, propulsive sensation that'll help you feel fast and fresh. That kind of versatility is uncommon in the running arena. But who said you can't have it all?","['Lightweight mesh upper offers a soft, breathable feel that contours to your foot.', 'Dynamic lace-up fit and supportive containment in the midfoot wrap around your foot for a contoured and secure fit.']","['Reflective design details', 'Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Scream Green/Honeydew/Coconut Milk/Black', 'Style: DZ4783-304']","In anticipation of one of the biggest running races, we're celebrating the 20th anniversary of the Nike Mayfly, a popular ultra-lightweight racing shoe. Modernised graphics nod to the original Mayfly while bold race-day colours and Ekiden-inspired details celebrate the sport you love.",[]
258,Nike Dunk Low Retro,Men's Shoe,SAR 499.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw296521b2/nk/d54/8/c/9/1/2/d548c912_2c86_43b0_913c_9bcbb2475a0f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6be2f190/nk/cd5/2/2/3/1/8/cd522318_f3e5_44c2_97e7_c4f6ea2edfb8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwcb6ddc18/nk/f1c/8/3/2/0/b/f1c8320b_2d08_4539_9a6f_9d0253343b4c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe56ab205/nk/219/9/9/1/4/f/2199914f_14fb_434e_9326_f488af46d898.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw732b1f3b/nk/588/c/f/9/8/e/588cf98e_568e_42f2_a3f8_ac0caf2e481a.png?sw=540&sh=540&sm=fit&q=80']","Created for the hardwood but taken to the streets, the Nike Dunk Low Retro returns with crisp overlays and original team colours. This basketball icon channels '80s vibes with premium leather in the upper that looks good and breaks in even better. Modern footwear technology helps bring the comfort into the 21st century.","['Premium leather in the upper has the perfect sheen and breaks in beautifully.', 'The modern foam midsole offers lightweight, responsive cushioning.', 'A padded, low-cut collar adds a sleek look that feels comfortable.', 'Bold colour-blocking throws it back to the original colourway inspiration: college team colours.', 'The rubber outsole with classic hoops pivot circle adds durability, traction and heritage style.']","['Low-cut collar', 'Foam insole', 'Perforations on the toe', 'Colour Shown: University Gold/White/Deep Maroon/University Gold', 'Style: DD1391-702']",,[]
259,Nike Air Force 1 '07,Men's Shoes,SAR 800.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw580c241e/nk/460/f/c/5/e/d/460fc5ed_3725_4114_ab0f_6fb4c0abb3e7.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa85d9dbc/nk/e94/f/1/6/b/5/e94f16b5_6dfe_40a3_8cee_8e0bea09f59e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8c0309df/nk/3a7/3/4/8/6/e/3a73486e_0a04_4352_85f1_cdd8ca739193.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf2fadec1/nk/2b3/9/1/a/c/b/2b391acb_4beb_4172_ac6e_e4eff2535e9c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw44daaf0c/nk/8c1/c/e/c/4/3/8c1cec43_c879_4117_ad06_1dcdb465f6ae.png?sw=540&sh=540&sm=fit&q=80']","Score major points in this legendary classic. Crossing hardwood comfort with off-court flair, this hoops original pairs crisp white leather with subtle suede details for nothing-but-net style. Hidden Nike Air units and durable, era-echoing '80s construction add the comfort you know and love.","[""From tough stitching to pristine materials to the cupsole design, these kicks deliver durable style that's smoother than backboard glass."", 'Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.', 'Low-cut, padded collar looks sleek and feels great.', 'Rubber outsole with heritage hoops pivot circles adds traction and durability.']","['Foam midsole', 'Perforations on the toe', 'Colour Shown: Summit White/Black/Citron Tint/Malachite', 'Style: DR8593-100']","Debuting in 1982 as a basketball must-have, the Air Force 1 came into its own in the '90s. The clean look of the classic white-on-white AF-1 was endorsed from the basketball courts to the street and beyond. Finding its rhythm in hip-hop culture, releasing limited collabs and colourways, Air Force 1 became an iconic sneaker around the globe. And with over 2,000 iterations of this staple, its impact on fashion, music and sneaker culture can't be denied.",[]
260,Nike Winflo 9 Premium,Men's Road Running Shoes,SAR 449.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw47cefba1/nk/129/a/3/3/2/c/129a332c_6a88_40f4_ba20_b1f4a38a2e40.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8fed1e28/nk/4df/9/d/1/d/d/4df9d1dd_e8c3_40c3_a1fc_59ff07f888e2.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw434b6f55/nk/4f0/8/2/6/b/8/4f0826b8_05ec_4bf6_9213_fa4258f271b5.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe3cb5166/nk/232/e/8/d/d/6/232e8dd6_354e_4d44_9f7e_937f6c2c596a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe72fe843/nk/195/2/a/3/1/2/1952a312_b93e_4967_8e7e_27eb67788303.png?sw=540&sh=540&sm=fit&q=80']","Featuring a balanced ride to help kick-start your run, the Winflo 9 is here to help get you moving. Regardless of whether your pace is snail-like or lickety-split, this special version will help keep you on the go. Nike Air and soft, springy foam work with expressive, playful graphics to remind you fun can be found in every stride, even when those heavy miles won't run themselves. So go ahead, put 1 foot in front of the other. We've got you.",['The upper uses translucent mesh for breathable comfort. An inner midfoot strap works with the laces to provide more support as you tighten them.'],"['We updated the soft foam from the Winflo 8, giving you a springier feel that adds bounce to your stride. We used a full-length Nike Air unit for enhanced cushioning and responsiveness from heel to toe.']",A rubber outsole with a Waffle-inspired pattern provides road-ready traction.,[]
261,Nike Zoom Mercurial Vapor 15 Academy IC,Indoor Court Football Shoes,SAR 500.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0d5c2e82/nk/f76/9/b/9/3/4/f769b934_96a9_43bb_93ad_dad6769c4cd0.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8f568f3b/nk/866/2/2/8/6/7/86622867_242a_49d4_a4b5_ecfdc9e20457.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0fec2d69/nk/93a/0/1/1/d/3/93a011d3_ab30_42a5_9db4_0fabda448751.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw853a0de3/nk/5d6/1/7/e/7/2/5d617e72_f8c9_416b_a37a_089cbcb322b9.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa3e79554/nk/b5b/9/9/4/8/d/b5b9948d_bbb3_4c52_ac47_56f006c17c97.png?sw=540&sh=540&sm=fit&q=80']","The pitch is yours when you lace up in the Vapor 15 Academy IC. It's loaded with a Zoom Air unit and flexible NikeSkin up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.","['For use on street, court and indoor surfaces', 'Cushioned insole', 'Colour Shown: White/Pink Blast/Baltic Blue', 'Style: DJ5633-146']","[""For the first time in our history, Nike has developed an all-new Zoom Air unit. It sits in the outsole and provides an additional level of springy underfoot feel that helps you move faster on the pitch and create separation when it matters the most—whether you're scoring goals, being first to the ball or going by defenders.""]",The speed cage inside of the structure is made from a thin but strong material that secures the foot to the outsole without adding additional weight for optimal lockdown.,[]
262,Cosmic Unity 3,Basketball Shoes,SAR 975.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe7348b27/nk/1a6/e/c/f/f/a/1a6ecffa_dd5f_4406_9e35_563d632adc15.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw5aea0a67/nk/b8b/7/9/9/c/d/b8b799cd_c089_4f77_8e97_899419bbcabc.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2e3c8318/nk/0a9/e/e/5/9/a/0a9ee59a_1a7e_48ab_b8d9_0b0c7df43a20.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2588e7fb/nk/0fd/4/d/1/b/d/0fd4d1bd_5c81_4970_b303_6dc9691c91c3.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw65f88e6c/nk/320/a/3/5/f/2/320a35f2_ff83_4805_9301_9999aef0f828.png?sw=540&sh=540&sm=fit&q=80']","Better for your game, designed with sustainability in mind—2 things you care about—the Cosmic Unity 3 has a secure, lightweight design for a low-to-the-ground feel. It gives you cloud-like cushioning for explosive speed and quick changes of direction, the difference-makers in a game that's becoming more extraterrestrial.","['We inserted foam into the midsole for a balance of cloud-like cushioning and stability to play at all speeds, all while getting lower to the ground to help increase quickness.']","['The midfoot Flymesh hugs the midfoot to help keep you contained. A newly implemented Flyknit collar offers plush support to help build confidence, all while helping reduce the weight of the shoe to increase lightweight agility. The Flyknit gives you a flexible, comfortable material that moves and contorts to your foot to complement the Flymesh.']","A thin, durable outsole uses rubber to help provide the on-court traction you need to help you move off the ball and find the room needed to shake off the defence.",[]
263,Nike Air Max Plus,Men's Shoes,"SAR 1,150.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4745ad00/nk/ba9/5/7/5/8/a/ba95758a_9bfe_44de_a67c_b13364ba7c4b.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3e445ebc/nk/ea6/3/b/a/d/2/ea63bad2_3c53_45f7_89d9_c258d569c23a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwdc37d700/nk/f68/8/d/e/5/e/f688de5e_5df3_46ae_9aed_5f3f7d7b3081.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6af8b015/nk/d35/f/8/8/7/f/d35f887f_4484_4dde_a672_5bc9b214a285.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw41ad357e/nk/92a/f/6/8/d/0/92af68d0_7f5a_4f23_8bdf_53fa8967907c.png?sw=540&sh=540&sm=fit&q=80']",Let your attitude have the edge with flame-like caging that adds heat to the streets while airy mesh keeps you cool. The Nike Air Max Plus gives you a tuned Nike Air experience that offers premium stability and unbelievable cushioning. ,"[""Bringing stress-free beach life to the city, the supportive midfoot arch draws inspiration from a whale's tail."", 'Design lines of the iconic plastic cage nod to palm trees and ocean waves.', 'Originally designed for performance running, Nike Air units provide lightweight cushioning that lasts.', 'Synthetic upper with lightweight mesh adds breathability and durability.', 'Rubber outsole gives you durable traction.']","['Colour Shown: White/University Blue/Black/University Gold', 'Style: DM0032-101']","Revolutionary Air technology first made its way into Nike footwear in 1978. The Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.",[]
264,Nike Blazer Mid Pro Club,Men's Shoes,SAR 650.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw34ff3211/nk/904/8/d/8/8/8/9048d888_591b_4b99_a39d_613f0d909279.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9c0bc178/nk/2bd/1/4/2/0/3/2bd14203_e678_47f3_b9b2_d1ed7ecd0b53.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9c320406/nk/438/8/5/c/c/a/43885cca_05ad_46e6_a447_2e0e17f09077.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1099de09/nk/cdf/f/f/e/c/3/cdfffec3_3bd8_42fb_94b6_d17b9b3a2113.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw20801fd5/nk/19e/6/6/2/a/3/19e662a3_d49a_43c0_8b8d_cfe5037c0b70.png?sw=540&sh=540&sm=fit&q=80']","Being rooted doesn't mean you can't step forwards. Keeping the classic simplicity and comfort you love, your favourite wardrobe staple gets remastered for the modern era. Extra rubber extends from the midsole to the Swoosh for a bold twist (and a little nod to Nike innovation from the '70s). The patchwork upper adds the perfect amount of retro attitude.","['Vulcanised construction fuses the outsole to the midsole for a streamlined look you can wear anywhere.', 'Rubber outsole with herringbone pattern adds traction, durability and heritage style.']","['Colour Shown: Light Bone/Phantom/Summit White/White', 'Style: DQ7673-003']",Extra rubber on the side adds durability and is inspired by a 1978 prototype that was eventually used on racquetball courts.,[]
